,US_Equity_TR,Europe_Equity_TR,Japan_Equity_TR,EM_Equity_TR,US_GovtBond_TR,US_CorpBond_TR,EU_GovtBond_TR,JP_GovtBond_TR,US_Bills,EU_Bills,JP_Bills,Commodities_TR,Gold,Silver
1975-05-31,0.04743411614588992,,-0.017193448588517346,,,,,,0.004358333333333334,0.004158333333333333,,,,
1975-06-30,0.047655887890617844,,0.028316176160245732,,,,,,0.00445,0.004066666666666666,,,,
1975-07-31,-0.06432085593271239,,-0.04401505519657012,,,,,,0.005108333333333334,0.0038833333333333337,,,,
1975-08-31,-0.017737120149281048,,-0.06288194160376992,,,,,,0.005366666666666666,0.0032333333333333333,,,,
1975-09-30,-0.031312092564369697,,-0.042895498131774734,,,,,,0.00535,0.003275,,,,
1975-10-31,0.06497632844049642,,0.11981811526389818,,,,,,0.004966666666666667,0.0033916666666666665,,,,
1975-11-30,0.028041295211381025,,-0.005119377340822906,,,,,,0.004566666666666667,0.0034333333333333334,,,,
1975-12-31,-0.008174727242589018,,0.002838496965672732,,,,,,0.004533333333333334,0.0035083333333333334,,,,
1976-01-31,0.1216391086977068,,0.07250010373865101,,,,,,0.004058333333333333,0.003275,,,,
1976-02-29,-0.00806862501407598,,-0.006034129967666724,,,,,,0.004066666666666666,0.0031000000000000003,,,,
1976-03-31,0.0340223072245213,,-0.006973743894848949,,,,,,0.004166666666666667,0.003116666666666667,,,,
1976-04-30,-0.00766206698124091,,0.013157890543576745,,,,,,0.004050000000000001,0.003016666666666667,,,,
1976-05-31,-0.011031081200708358,,0.0005368308984767811,,,,,,0.004333333333333334,0.0031416666666666663,,,,
1976-06-30,0.044259650578605626,,0.041350268805879775,,,,,,0.004508333333333334,0.00345,,,,
1976-07-31,-0.0047218675462565515,,-0.04334175089426939,,,,,,0.004358333333333334,0.0037249999999999996,,,,
1976-08-31,-0.0017903979774532498,,0.020748294739960205,,,,,,0.004283333333333333,0.0037999999999999996,,,,
1976-09-30,0.02597441892993261,,0.019471725817061136,,,,,,0.004233333333333333,0.0037999999999999996,,,,
1976-10-31,-0.018901523996478563,,-0.03811897286664789,,,,,,0.0041,0.0040416666666666665,,,,
1976-11-30,-0.004441234595673103,,-0.030060655383324253,,,,,,0.003958333333333334,0.003908333333333334,,,,
1976-12-31,0.055830891516060945,,0.1074535102974512,,,,,,0.0036249999999999998,0.004108333333333333,,,,
1977-01-31,-0.04719709986448702,,-0.005686382531470469,,,,,,0.0038499999999999997,0.0039833333333333335,,,,
1977-02-28,-0.018326953944069767,,0.015967802860907376,,,,,,0.0038916666666666665,0.0039250000000000005,,,,
1977-03-31,-0.010691927437645209,,-0.005942420561600326,,,,,,0.003833333333333333,0.003941666666666667,,,,
1977-04-30,0.0035365874771364,,0.016004381890058372,,,,,,0.0037833333333333334,0.0038499999999999997,,,,
1977-05-31,-0.020234318406670747,,-0.020750390234911875,,,,,,0.0041333333333333335,0.0037,,,,
1977-06-30,0.04869330509536699,,0.0005595409766330217,,,,,,0.004183333333333333,0.003566666666666667,,,,
1977-07-31,-0.012888848477531654,,-0.02800906587577423,,,,,,0.004325,0.003575,,,,
1977-08-31,-0.01770866831727099,,0.08116140723995624,,,,,,0.004575,0.0034333333333333334,,,,
1977-09-30,0.0008532478513139439,,0.004159898732677636,,,,,,0.004841666666666667,0.0034583333333333337,,,,
1977-10-31,-0.04007288747255452,,-0.027393605082753125,,,,,,0.0051333333333333335,0.0034416666666666662,,,,
1977-11-30,0.030298955944499863,,-0.052916492837441265,,,,,,0.005083333333333333,0.0034583333333333337,,,,
1977-12-31,0.0061804981319527955,,0.002773387043102149,,,,,,0.005058333333333334,0.003316666666666667,,,,
1978-01-31,-0.05818084719226376,,0.05113297489297586,,,,,,0.005366666666666666,0.002983333333333333,,,,
1978-02-28,-0.021428561170561987,,0.02171310668946469,,,,,,0.0053750000000000004,0.0028833333333333332,,,,
1978-03-31,0.028264378210634135,,0.043100566117751704,,,,,,0.005241666666666666,0.002925,,,,
1978-04-30,0.08874979813305464,,0.015863476708638524,,,,,,0.005241666666666666,0.0029666666666666665,,,,
1978-05-31,0.007567517211902221,,-0.01163860846668352,,,,,,0.005341666666666667,0.0030000000000000005,,,,
1978-06-30,-0.014252013458511646,,0.013413748096448685,,,,,,0.005608333333333333,0.0030666666666666668,,,,
1978-07-31,0.057243116560453146,,0.010499411091147604,,,,,,0.005841666666666666,0.0031249999999999997,,,,
1978-08-31,0.02925705802980009,,-0.0028439066266929824,,,,,,0.0059,0.0030833333333333338,,,,
1978-09-30,-0.0039277760998379305,,0.03347107943756922,,,,,,0.006541666666666667,0.0030833333333333338,,,,
1978-10-31,-0.0882406797913978,,0.02261991899198379,,,,,,0.006658333333333333,0.0032916666666666667,,,,
1978-11-30,0.019973112152152396,,0.010926776715847408,,,,,,0.007200000000000001,0.0032083333333333334,,,,
1978-12-31,0.018222496031828607,,0.005767963907595153,,,,,,0.007566666666666667,0.0033833333333333332,,,,
1979-01-31,0.04307945413829765,,0.035144111243692766,,,,,,0.007791666666666666,0.003241666666666667,,,,
1979-02-28,-0.033192249722127275,,-0.022518084847945707,,,,,,0.007766666666666667,0.0034583333333333337,,,,
1979-03-31,0.05848494972217325,,0.010059532414620653,,,,,,0.0079,0.0037249999999999996,,,,
1979-04-30,0.005006783520046611,,0.014537064699012614,,,,,,0.007883333333333334,0.0046166666666666665,,,,
1979-05-31,-0.02300314710018666,,0.0047322905131905735,,,,,,0.008008333333333333,0.004933333333333334,,,,
1979-06-30,0.04198898291219969,,-0.0008524592621932392,,,,,,0.00755,0.005383333333333334,,,,
1979-07-31,0.012078779494615922,,0.010646308365824142,,,,,,0.007699999999999999,0.0057,,,,
1979-08-31,0.056411093335402875,,0.01937984166397211,,,,,,0.007933333333333332,0.005908333333333334,,,,
1979-09-30,0.0033333333333333335,,0.02058379536785515,,,,,,0.00855,0.006575,,,,
1979-10-31,-0.06527259441032626,,-0.018950734334915675,,,,,,0.00975,0.0073,,,,
1979-11-30,0.04595761127767687,,0.0009403998218460163,,,,,,0.009824999999999999,0.008041666666666667,,,,
1979-12-31,0.020100465189906526,,0.01849252107628563,,,,,,0.010033333333333333,0.007983333333333334,,,,
1980-01-31,0.06095794960179749,,0.030244439035176596,,,,,,0.01,0.007383333333333333,,,,
1980-02-29,-0.0010464843257471314,,-0.00048314748111133454,,,,,,0.010716666666666666,0.007475,,,,
1980-03-31,-0.09846155450262248,,-0.030850492926663864,,,,,,0.012666666666666666,0.008033333333333333,,,,
1980-04-30,0.04447355008616608,,0.04718748540728557,,,,,,0.011000000000000001,0.008516666666666667,,,,
1980-05-31,0.04990400701482237,,-0.0014361338619284236,,,,,,0.00715,0.00855,,,,
1980-06-30,0.030302050140339855,,0.0021879603209977727,,,,,,0.005891666666666667,0.008425,,,,
1980-07-31,0.06837185262703996,,-0.007433057919605135,,,,,,0.006716666666666667,0.008083333333333333,,,,
1980-08-31,0.009168782459310888,,0.013849753862822167,,,,,,0.007608333333333334,0.007483333333333334,,,,
1980-09-30,0.028500859891425957,,0.023485392268776772,,,,,,0.008558333333333333,0.007475,,,,
1980-10-31,0.01935439304079526,,0.010498192524593497,,,,,,0.009683333333333334,0.007566666666666667,,,,
1980-11-30,0.10571038618330456,,-0.003793991233437044,,,,,,0.011441666666666668,0.007874999999999998,,,,
1980-12-31,-0.03054091674422562,,-0.008491501986335859,,,,,,0.012908333333333334,0.008499999999999999,,,,
1981-01-31,-0.04240909231743847,,0.027024829782188897,,,,,,0.012516666666666667,0.007891666666666667,,,,
1981-02-28,0.016610069575600774,,-0.01481663024194857,,,,,,0.012325000000000001,0.008891666666666668,,,,
1981-03-31,0.039365904168949285,,0.0262757280921897,,,,,,0.011133333333333334,0.011333333333333334,,,,
1981-04-30,-0.020122566971124432,,0.04634108458698938,,,,,,0.011408333333333333,0.010991666666666665,,,,
1981-05-31,0.0016768223420875815,,-0.01752627978026744,,,,,,0.013583333333333334,0.011000000000000001,,,,
1981-06-30,-0.00707461343594392,,0.04346730210600991,,,,,,0.012275000000000001,0.010908333333333332,,,,
1981-07-31,0.001123070928924642,,-0.004977509353621401,,,,,,0.012458333333333333,0.010800000000000002,,,,
1981-08-31,-0.058765638306787236,,-0.0015942215565649676,,,,,,0.012924999999999999,0.010750000000000001,,,,
1981-09-30,-0.05049841649211758,,-0.046096460629621916,,,,,,0.012249999999999999,0.010416666666666666,,,,
1981-10-31,0.05248119931262344,,-0.0008101454043993872,,,,,,0.011283333333333333,0.009816666666666666,,,,
1981-11-30,0.03992369437038016,,0.013406356663595131,,,,,,0.009049999999999999,0.009233333333333333,,,,
1981-12-31,-0.026741818769985347,,0.017552519793638588,,,,,,0.009041666666666667,0.009016666666666668,,,,
1982-01-31,-0.014210538329981724,,0.030849377921040366,,,,,,0.010233333333333332,0.008716666666666668,,,,
1982-02-28,-0.05721484626083736,,-0.04676328882508496,,,,,,0.011233333333333333,0.008558333333333333,,,,
1982-03-31,-0.006833774081337306,,-0.038157171958351666,,,,,,0.010566666666666667,0.008225,,,,
1982-04-30,0.0433476544620203,,0.017936827980943315,,,,,,0.010583333333333333,0.007775,,,,
1982-05-31,-0.035828510469297324,,-0.0088029511288652,,,,,,0.010074999999999999,0.00765,,,,
1982-06-30,-0.016956233155702792,,-0.015258685119594273,,,,,,0.010391666666666667,0.0077333333333333325,,,,
1982-07-31,-0.019657308564564345,,-0.012724104755338583,,,,,,0.009458333333333332,0.007883333333333334,,,,
1982-08-31,0.1193106068701836,,0.00018250352049431484,,,,,,0.007233333333333334,0.0075,,,,
1982-09-30,0.010947725572047741,,-0.02985238831033532,,,,,,0.006599999999999999,0.006816666666666666,,,,
1982-10-31,0.11378012999495049,,0.0504172385348165,,,,,,0.006425,0.0063166666666666675,,,,
1982-11-30,0.03930399976082547,,0.08767834021973475,,,,,,0.006725000000000001,0.006091666666666666,,,,
1982-12-31,0.01856469570209477,,0.015331259975893907,,,,,,0.0066166666666666665,0.005516666666666666,,,,
1983-01-31,0.03646760297449473,,0.010827474975849904,,,,,,0.00655,0.00485,,,,
1983-02-28,0.022328477509984047,,-0.0022089783944920782,,,,,,0.006758333333333332,0.004858333333333333,,,,
1983-03-31,0.03642808705527837,,0.048621232595902564,,,,,,0.006958333333333333,0.004541666666666667,,,,
1983-04-30,0.07832016295194247,,0.018618346133676633,,,,,,0.006841666666666667,0.004333333333333334,,,,
1983-05-31,-0.009073121553246986,,-0.002198706285518326,,,,,,0.006825,0.004441666666666667,,,,
1983-06-30,0.03566291039923889,,0.029402705591501377,,,,,,0.007324999999999999,0.004641666666666666,,,,
1983-07-31,-0.026969708002566227,,0.02342475158944124,,,,,,0.007566666666666667,0.004641666666666666,,,,
1983-08-31,0.01465220861338127,,0.012191071182706903,,,,,,0.007783333333333333,0.004758333333333333,,,,
1983-09-30,0.013491566239265763,,0.023196233444165992,,,,,,0.0075,0.0049,,,,
1983-10-31,-0.011841015804504217,,-0.004870977618782746,,,,,,0.007200000000000001,0.005149999999999999,,,,
1983-11-30,0.020759140679999323,,-0.003906233284589389,,,,,,0.0073,0.00525,,,,
1983-12-31,-0.0055008089420419334,,0.061541340534283284,,,,,,0.0075,0.005400000000000001,,,,
1984-01-31,-0.00588263150733611,,0.030552333408875088,,,,,,0.007416666666666668,0.0051,,,,
1984-02-29,-0.03552601408242114,,-0.016221831916041762,,,,,,0.007574999999999999,0.004958333333333334,,-0.019902574005452034,,
1984-03-31,0.016831328686329673,,0.0895719849131138,,,,,,0.007933333333333332,0.004883333333333334,,0.047559256237835745,,
1984-04-30,0.008798909511293175,,0.0048045520382935525,,,,,,0.008075,0.004866666666666667,,-0.029744873712754805,,
1984-05-31,-0.056023116643914316,,-0.09484341819294206,,,,,,0.008191666666666667,0.005083333333333333,,0.017938490686215447,,
1984-06-30,0.020802543367950767,,0.04404667274406182,,,,,,0.008225,0.005108333333333334,,-0.030303030303030276,,
1984-07-31,-0.01311782957412063,,-0.03656492903339692,,,,,,0.008433333333333333,0.005108333333333334,,-0.0819711685180664,,
1984-08-31,0.10966539641757747,,0.058578806352202806,,,,,,0.008725,0.005016666666666667,,0.040272336026748734,,
1984-09-30,-0.0001463078818771603,,0.006145934835615652,,,,,,0.008641666666666666,0.00485,,0.0026178225637270014,,
1984-10-31,0.003273069845933042,,0.056692299340329155,,,,,,0.008116666666666666,0.005058333333333334,,0.0008535758476573285,,
1984-11-30,-0.011778922444730743,,0.015633184680586387,,,,,,0.007175,0.004966666666666667,,0.006371365377989324,,
1984-12-31,0.025707728865431635,,0.00994839528422764,,,,,,0.006716666666666667,0.004858333333333333,,-0.02527421321015555,,
1985-01-31,0.07741847434437502,,0.03896089062746677,,,,,,0.006466666666666667,0.0048916666666666666,,-0.00895003329885613,,
1985-02-28,0.011962113330193848,,0.027485143677283386,,,,,,0.006891666666666667,0.0051333333333333335,,-0.02864074252616189,,
1985-03-31,0.00046331989535734015,,0.021006453977231665,,,,,,0.0070999999999999995,0.005325,,0.051692138379539676,,
1985-04-30,-0.0012609421799509514,,-0.012278251030956366,,,,,,0.006625,0.005016666666666667,,-0.05324312076911819,,
1985-05-31,0.057384387783273295,,0.02673122233834979,,,,,,0.006233333333333334,0.004866666666666667,,0.0010671056994777661,,
1985-06-30,0.0154673508206861,,0.00969003180564254,,,,,,0.005791666666666667,0.004733333333333333,,-0.04034746968574143,,
1985-07-31,-0.001514245009033265,,-0.0504437028759952,,,,,,0.0059,0.00445,,-0.035934468819993515,,
1985-08-31,-0.00866118430806325,,0.03931248065998583,,,,,,0.0059499999999999996,0.003991666666666667,,0.016879782491493467,,
1985-09-30,-0.031390744926787804,,-0.0010257126409922712,,,,,,0.005916666666666666,0.0039250000000000005,,0.06821148331323301,,
1985-10-31,0.04584215042103149,,0.01861081269824716,,,,,,0.005966666666666666,0.004033333333333333,,0.06613630877152543,,
1985-11-30,0.06839491993222327,,-0.013388520900479373,,,,,,0.006033333333333334,0.004066666666666666,,0.0026862664145650417,,
1985-12-31,0.04839442396429187,,0.02506490640714909,,,,,,0.005916666666666666,0.004050000000000001,,-0.02738640771642331,,
1986-01-31,0.005699861177373679,,-0.004500426059939833,,,,,,0.005891666666666667,0.003933333333333333,,-0.11273205265045194,,
1986-02-28,0.07482261219307276,,0.0473369227277467,,,,,,0.005883333333333333,0.0037833333333333334,,-0.06335520362070335,,
1986-03-31,0.05612725112025211,,0.16266751430569837,,,,,,0.005466666666666666,0.0037999999999999996,,-0.017677417844223053,,
1986-04-30,-0.010814802750286644,,-0.0021595548479641513,,,,,,0.00505,0.003775,,0.02161963795937627,,
1986-05-31,0.053562620087969894,,0.053411868898296966,,,,,,0.005125,0.0038499999999999997,,-0.05749231740969041,,
1986-06-30,0.017442854854486857,,0.058990673467804955,,,,,,0.005175,0.0038750000000000004,,-0.010707391887869622,,
1986-07-31,-0.055349498095490134,,-0.008183809061787617,,,,,,0.004858333333333333,0.0038750000000000004,,-0.013774948420888,,
1986-08-31,0.0745259383909899,,0.05848004879435198,,,,,,0.004608333333333333,0.003841666666666667,,0.09045553902647008,,
1986-09-30,-0.08210527014325517,,-0.03673422245228386,,,,,,0.004341666666666666,0.003775,,-0.034766679196960526,,
1986-10-31,0.05806266068276603,,-0.052777456867466044,,,,,,0.004316666666666667,0.0038666666666666663,,0.01257507420640791,,
1986-11-30,0.024810526484102015,,0.06932850002015423,,,,,,0.004458333333333333,0.003941666666666667,,0.0033075309606094283,,
1986-12-31,-0.024954938142576398,,0.04079135445826787,,,,,,0.004608333333333333,0.004033333333333333,,-0.009330098651101015,,
1987-01-31,0.1351002270220342,,0.06523149802312589,,,,,,0.0045249999999999995,0.0037833333333333334,,0.03942989019171361,,
1987-02-28,0.04025695465034366,,0.018620512618177543,,,,,,0.004658333333333333,0.0033583333333333334,,-0.06747205051668348,,
1987-03-31,0.029723198491173143,,0.056067919612773354,,,,,,0.004658333333333333,0.0033666666666666667,,0.06639460860090418,,
1987-04-30,-0.00811687823915782,,0.07920419339384699,,,,,,0.0047,0.0032583333333333336,,0.03371188500491984,,
1987-05-31,0.009367529616953453,,0.06434249108793666,,,,,,0.004716666666666667,0.0031750000000000003,,0.012927560828038143,,
1987-06-30,0.051247823523052606,,-0.024058648331402255,,,,,,0.004725,0.003108333333333333,,0.01966585040969826,,
1987-07-31,0.05155702959027201,,0.012893109782210255,,,,,,0.0047416666666666675,0.0032166666666666663,,0.011606037643206779,,
1987-08-31,0.03829217348533313,,0.06293304658702348,,,,,,0.005033333333333333,0.0033333333333333335,,-0.0224959229229047,,
1987-09-30,-0.020832832572367864,,-0.0007045867396174854,,,,,,0.005333333333333333,0.0033666666666666667,,-0.0011506642371061915,,
1987-10-31,-0.21429708088664676,,-0.12478784607193005,,,,,,0.005108333333333334,0.00395,,0.0036864200645032597,,
1987-11-30,-0.08201553202031828,,-0.0034377171684240038,,,,,,0.0047416666666666675,0.003316666666666667,,-0.014978482699291584,,
1987-12-31,0.07619481208687776,,-0.049490466768443264,,,,,,0.004808333333333333,0.0030916666666666666,,-0.04258912598804532,,
1988-01-31,0.043765603930428755,,0.09545169321554448,,,,,,0.004841666666666667,0.0028833333333333332,,0.013996245518955286,,
1988-02-29,0.04664624891709246,,0.0685999602468137,,,,,,0.004716666666666667,0.0028083333333333333,,-0.017043818720866133,,
1988-03-31,-0.030911447047055285,,0.04030649506562001,,,,,,0.00475,0.0028666666666666667,,0.04524088140820948,,
1988-04-30,0.011066493264338506,,0.04470098108231957,,,,,,0.004925,0.002858333333333334,,0.022254659033350332,,
1988-05-31,0.008635050392027832,,-0.0006349728885300943,,,,,,0.005216666666666667,0.002983333333333333,,0.017027661732837318,,
1988-06-30,0.04588465336675385,,0.012864465159022176,,,,,,0.005383333333333334,0.003275,,-0.03775493574531752,,
1988-07-31,-0.0037697216857001115,,0.005121841550385753,,,,,,0.005608333333333333,0.004108333333333333,,-0.010626538674708197,,
1988-08-31,-0.033947108874809895,,-0.01955033166547182,,,,,,0.005883333333333333,0.004475,,-0.011153729263422396,,
1988-09-30,0.042600748305066105,,0.02038009712971589,,,,,,0.006033333333333334,0.004183333333333333,,-0.03210793125567557,,
1988-10-31,0.0278364129347628,,0.002108216462581858,,,,,,0.006124999999999999,0.0042499999999999994,,0.029658484613442004,,
1988-11-30,-0.014237464734598415,,0.05704848028834952,,,,,,0.006466666666666667,0.004125,,0.04203837824269807,,
1988-12-31,0.01744474387024275,,0.019611939650023613,,,,,,0.006725000000000001,0.004491666666666666,,0.05976673457606996,,
1989-01-31,0.0731986557521378,,0.04716007763022656,,,,,,0.006891666666666667,0.00475,,-0.015020900262744719,,
1989-02-28,-0.024902111517220438,,0.012801842170004463,,,,,,0.007108333333333332,0.005358333333333333,,0.02615062770293486,,
1989-03-31,0.023315971449045847,,0.026670754606549885,,,,,,0.00735,0.005558333333333333,,0.06024999068787351,,
1989-04-30,0.05192191796850687,,0.026635415410228624,,,,,,0.007208333333333334,0.005400000000000001,,-5.0574370422440396e-05,,
1989-05-31,0.04045478488285381,,0.01641481525424937,,,,,,0.007025,0.00585,,-0.045898523840921635,,
1989-06-30,-0.00565608590216049,,-0.03846465141135358,,,,,,0.006791666666666667,0.00585,,0.0038719158392046538,,
1989-07-31,0.09029724055764143,,0.06085764265343907,,,,,,0.006566666666666666,0.005908333333333334,,-0.051355212137634054,,
1989-08-31,0.01953016601278801,,-0.014953189979963533,,,,,,0.006583333333333333,0.005891666666666667,,0.024505674306315672,,
1989-09-30,-0.004045572044541146,,0.03501366572627229,,,,,,0.006458333333333333,0.006175,,0.050394152901612976,,
1989-10-31,-0.02321516411880098,,-0.0024502875202058183,,,,,,0.006366666666666666,0.006775000000000001,,-0.017648295417482918,,
1989-11-30,0.02037956738341351,,0.048364969693946325,,,,,,0.0064083333333333345,0.006908333333333332,,0.011801304051292538,,
1989-12-31,0.024020926997665448,,0.04419467529486498,,,,,,0.006358333333333333,0.006758333333333332,,0.079146038566559,,
1990-01-31,-0.06713054736265178,,-0.04437577334038778,,,,,,0.006366666666666666,0.006916666666666667,,-0.040627252926153545,,
1990-02-28,0.01288353259631525,,-0.06983152232197676,,,,,,0.00645,0.006925000000000001,,-0.014535026721490762,,
1990-03-31,0.02649930264993028,,-0.13331234461014219,,,,,,0.006583333333333333,0.007066666666666666,,0.013626610879234669,,
1990-04-30,-0.024945632271144658,,-0.013196881561486351,,,,,,0.006474999999999999,0.006891666666666667,,-0.023513408965277982,,
1990-05-31,0.09748614836057112,,0.11985884326952623,,,,,,0.00645,0.006941666666666666,,-0.021295270861204973,,
1990-06-30,-0.0067546298298253316,,-0.0359351575814848,,,,,,0.006441666666666668,0.006916666666666667,,-0.029661266293808053,,
1990-07-31,-0.0031957865551637266,,-0.028321016732725246,,,,,,0.006350000000000001,0.0068833333333333325,,0.06851998522006686,,
1990-08-31,-0.09038451724322549,,-0.16295097285393356,,,,,,0.006208333333333333,0.007041666666666666,,0.14557923502140135,,
1990-09-30,-0.048667642873510775,,-0.19227031202717104,,,,,,0.0061333333333333335,0.007058333333333334,,0.1984475763973299,,
1990-10-31,-0.004268064788185089,,0.2006624066230609,,,,,,0.005975,0.007166666666666666,,-0.0770569123064937,,
1990-11-30,0.06465247933171092,,-0.10873453675560663,,,,,,0.005883333333333333,0.0074,,-0.08725987461566964,,
1990-12-31,0.02784687304263067,,0.062084301757423965,,,,,,0.0056166666666666665,0.007675000000000001,,-0.03356618500576103,,
1991-01-31,0.04354924666915694,,-0.02329561182388329,,,,,,0.005183333333333333,0.007791666666666666,,-0.11601583911824354,,
1991-02-28,0.07152531247026905,,0.133776725444253,,,,,,0.00495,0.007566666666666667,,-0.016559533408273652,,
1991-03-31,0.024204564882854163,,-0.004437148749759756,,,,,,0.004925,0.007574999999999999,,0.015165032788084787,,
1991-04-30,0.002375127669998145,,-0.006876190244135771,,,,,,0.0047083333333333335,0.00765,,0.009632694947472542,,
1991-05-31,0.04314857120998439,,-0.012317712073339981,,,,,,0.00455,0.007566666666666667,,-0.015867350052814144,,
1991-06-30,-0.04581588078679122,,-0.09688620019940497,,,,,,0.004641666666666666,0.00755,,-0.03857121916609596,,
1991-07-31,0.04661124629436686,,0.03562708574913209,,,,,,0.0046500000000000005,0.007625,,0.03472635506811894,,
1991-08-31,0.023677934280968982,,-0.07399773470455939,,,,,,0.004441666666666667,0.007758333333333333,,0.003908489251058134,,
1991-09-30,-0.016731099898111945,,0.07076377026337521,,,,,,0.00435,0.007724999999999999,,0.0066963937407598095,,
1991-10-31,0.013445443751709751,,0.05460009406121591,,,,,,0.004158333333333333,0.007816666666666668,,0.023823083331418804,,
1991-11-30,-0.04029166714582877,,-0.10050359278251564,,,,,,0.0037999999999999996,0.007858333333333333,,-0.04255853345939986,,
1991-12-31,0.1143560809505324,,0.013065427517038541,,,,,,0.0033916666666666665,0.007983333333333334,,-0.06933197007575775,,
1992-01-31,-0.01861850298119505,,-0.04179987746108205,,,,,,0.0031666666666666666,0.007941666666666666,,0.030691883284924337,,
1992-02-29,0.012938169067248761,,-0.03106927560452022,,,,,,0.0031999999999999997,0.008008333333333333,,-0.0031258969297492945,,
1992-03-31,-0.019442562480578074,,-0.09339139703908417,,,,,,0.0033666666666666667,0.008083333333333333,,0.016283456561472454,,
1992-04-30,0.029367751773126116,,-0.1010670636597657,,,,,,0.0031249999999999997,0.008125,,0.02912195227915859,,
1992-05-31,0.004883129565746769,,0.05503162383294602,,,,,,0.003025,0.008158333333333332,,0.015253572637038637,,
1992-06-30,-0.01486766408325313,,-0.13058928376776446,,,,,,0.00305,0.008125,,-0.011035150946353989,,
1992-07-31,0.040847151204826515,,-0.0025984764094216795,,,,,,0.002675,0.00815,,-0.022002184303374972,,
1992-08-31,-0.02046906244868807,,0.13518547946502002,,,,,,0.0026083333333333336,0.008233333333333334,,-0.0015534230067456578,,
1992-09-30,0.011755726428246405,,-0.036655483934595834,,,,,,0.002425,0.007916666666666667,,0.003487173693977663,,
